CRS_CODE,CRS_NAME
ZMIRA3U2P,M.Sc. MUS-SKEL&OSTMED
ZMIRB94EU,UG Non-Deg MEDIC AUD CS
ZMIRN92EU,UG Non-Deg TRANSPORT PLAN
ZMIRA4EAP,Affil - Cat 2 RESTORATV DENT
ZMIRT99EU,UG Non-Deg ARTS AUD CS
ZMIRH11EU,UG Non-Deg ENGIN NON-DEG
ZMIRC8EFP,Grad Dip HYPN APP TO MED
ZMIRH1EMP,PG Non-Deg ENGIN AUD CS
ZMIRAZZSP,M.S. CLIN RESRCH (MS)
ZMIRB99EU,UG Non-Deg SPEECH THERAPY
ZMIRB9E4P,Coll Cert D A M LITRC DIFF
ZMIRV94EU,UG Non-Deg ARTS AUD CS
ZMIRA3E9P,Affil - Cat 2 M.R.C.PATH.
ZMIRM99EU,UG Non-Deg SOC STUD AUD CS
ZMIRL2E3P,Grad Dip FREEDOM OF I+DP
ZMIRM3E4P,Coll Cert AIR LAW
ZMIRK94EU,UG Non-Deg ARCH/ENV AUD CS
ZMIRM34EU,UG Non-Deg LAWS AUD COURSE
ZMIRC8KCP,PG Dip CLIN HYPNOSIS
ZMIRN91EU,UG Non-Deg TRANSPORT STUDS
ZMIRV9EMP,PG Non-Deg ARTS AUD CS
UAFARLSING01,Affiliate Archaeology
RDPARCSTOW01,PhD Town Planning
RRDMEDSMBP01,Research Degree:  Medicine (MB PhD programme)
RRDPHASMBP01,Research Degree:  Pharmacology (MB PhD programme)
TCPDEVSURG01,PG Cert Development and Planning: Urban Regen
TCPPHHSCAR01,PG Cert Advanced Cardiorespiratory Physiotherapy
TPPEURSCUL01,PG Dip European Culture
TPPGERSSTU01,PG Dip German Studies
TCPRAMSING01,PG Cert Records and Archives Management (Int)
TPPDEVSUED01,PG Dip Development and Planning: Urban Econ
TPPBLTSLIG01,PG Dip Built Environment : Light and Lighting
TPPMATSMDL01,PG Dip Mathematical Modelling
TPPGEMSREM01,PG Dip Remote Sensing
TCPGEOSCON01,PG Cert Conservation
TPPICHSMCH01,PG Dip Mother and Child Health
TPPIMMSMPT01,PG Dip Molecular Pathology
ZMIRC3Z3P,M.Phil. VERT PALAEONTOL
ZMIRV6U3P,M.Sc. ARCHAEOLOGY
ZMIRB1Z7P,M.Phil. PHYSIOLOGY
ZMIRA3ZKP,M.Phil. PSYCHIATRY
ZMIRH6UAP,M.Sc. MICROWVS/OPTELEC
ZMIRK49EU,Coll Cert DEVEL PLANNING
ZMIRX9Z3P,M.Phil. MEDICAL EDUCATN
ZMIRG5S2P,Diploma COMPUTER SCIENCE
ZMIRA3RFU,"M.B.,B.S. MEDIC(CLINICAL)"
ZMIRV52BU,B.Sc. HIST OF MEDIC
ZMIRX3Z2P,M.Phil. HIGH & FRTHR ED
ZMIRRRFRU,B.A. GERM &SCAN LANG
ZMIRV6Z8P,M.Phil. EGYPTOLOGY
ZMIRK40EU,Coll Cert DEVEL PLANNING
ZMIRK47EU,Coll Cert DEVEL PLANNING
RAFEARSING01,Affil Research: Earth Sciences
RAFDUTSING01,Affil Research: Dutch
RAFBOCSING01,Affil Research: Biochemistry
RAFBENSING01,Affil Research: Biochemical Engineering
RAFPHYSING01,Affil Research: Physics
UAFLINSING01,Affiliate Phonetics and Linguistics
UAFLAWSING01,Affiliate Law
UAFBOCSING01,Affiliate Biochemistry
ZMIRC8UBP,M.Sc. HYPN AP TO DENT
ZMIRH5U1P,M.Sc. ELECTRICAL ENG
ZMIRC8EBP,Grad Dip HYPN AP TO DENT
ZMIRT9EMP,PG Non-Deg ARTS AUD CS
ZMIRM31EU,UG Non-Deg AIR & SPACE LAW
ZMIRY11EU,UG Non-Deg SCIENCE NON-DEG
ZMIRX5E1P,Grad Dip EDUC TEACH ARCHT
ZMIRV64EU,UG Non-Deg MED ARCL AUD CS
ZMIRP14EU,UG Non-Deg LIB/ARCH AUD CS
ZMIRH14EU,UG Non-Deg ENGIN AUD CS
ZMIRA3EFP,Coll Dip FORENS PSYCHO
ZMIRM94EU,UG Non-Deg SOC STUD AUD CS
ZMIRB91EU,UG Non-Deg MEDIC NON-DEG
ZMIRA3EEP,Coll Dip SYST REV METHOD
ZMIRC8UCP,M.Sc. INTRCULT THERAPY
ZMIRC8E2P,Affil - Cat 2 CLIN PSYCHOL
ZMIRP1EMP,PG Non-Deg LIB/ARCH AUD CS
ZMIRQ11EU,C. Cert Prof PHONETICS
ZMIRC8KAP,PG Dip APPLD HYPNOSIS
ZMIRK97EU,UG Non-Deg ARCH/ENV NON-DEG
ZMIRY14EU,UG Non-Deg SCIENCE AUD CS
TCPEDISSPM01,PG Cert Dental Sedation and Pain Management
UPUASTSING01,UG Dip Astronomy
TCPPRISRMP01,PG Cert Research Methods for Primary Care
TPGMEDSEDU01,Grad Dip Medical Education
TPGIFCSTHM01,Grad Dip Travel Health and Medicine
TMSPBSSRES01,MSc Psychiatric Research
TMSPBSSPTR01,MSc Psychiatric Theory and Research
TMSIMMSCBC01,MSc Clinical Biochemistry
TMSIFCSTHM01,MSc Travel Health and Medicine
TCEBIPSPRI01,Coll Cert Principles of Bioprocessing
ZMIRS500P,
ZMIRU700P,
ZMIRS100P,
ZMIRU100P,
ZMIRU400P,
ZMIRU900P,
ZMIRU200P,
ZMIRS400P,
ZMIRU500P,
UBAANTAGEO05,BA Anthropology and Geography
UBAARLACLA05,"BA Archaeology, Classics and Classical Art"
UBAARLAHAR05,BA Archaeology and History of Art
UBAARLSEGY05,BA Egyptian Archaeology
UBAARLSING05,BA Archaeology
UBAARLSMDV05,BA Medieval Archaeology
UBAARLSWAS05,BA Archaeology of Western Asia
UBAARTSGEN01,BA General Arts Studies
UBAARTSGEN05,BA General Arts Studies
UBAARTSHMT05,BA Humanities
UBABULAEES05,BA Bulgarian and East European Studies
UBACEESING05,BA Contemporary East European Studies
UBACLASANC05,BA Ancient World
UBACLASING05,BA Classics
ZMIRAZZFP,M.Phil. IMMUNOGENETICS
ZMIRT9EHP,PG Non-Deg ARTS FULL CS
ZMIRQ3U3P,M.A. ENGLSH PRE 1525
ZMIRV4U1P,M.A. HISTORY OF ART
ZMIRV6Z5P,M.Phil. ARCHAEOLOGY
ZMIRB9Z1P,M.Phil. SPEECH SCIENCES
ZMIRA30EU,LRCP MRCS LRCP MRCS
ZMIRAZZ2P,M.Phil. PLASTIC SURGERY
ZMIRK9EKP,PG Non-Deg ARCH/ENV SPEC CS
ZMIRV1UQP,M.A. DUTCH GOLDN AGE
ZMIRB1Z3P,M.Phil. NEUROPHYSIOLOGY
ZMIRH2Z2P,M.Phil. STRUCTURAL ENG
ZMIRV7Z2P,M.Phil. PHILOSOPHY
ZMIRA3E1P,Coll Dip FAMILY THERAPY
TMSPHHSADV01,MSc Advanced Physiotherapy
TMSPBSSSHC01,"MSc Sport, Health and Society"
TMSICHSCMP01,MSc Community Paediatrics
TMSICHSCDS01,MSc Community Disability Studies
TMSEDISIMS01,MSc Oral and Maxillofacial Surgery
TMSEDISIMD01,MSc Implant Dentistry
TMSEARSHYD01,MSc Hydrogeology
TMSEARSHAZ01,MSc Geophysical Hazards
TMSDEVSING01,MSc Development and Planning
TMSDEVSHIS01,MSc Development and Planning: Int Hous Stud
UBLLAWSGRL05,LLB Law with German Law
UBLLAWSHSL05,LLB Law with Hispanic Law
UBLLAWSING05,LLB Law
UBLLAWSITL05,LLB Law with Italian Law
UBNBENSING05,BEng Biochemical Engineering
UBNCENSING05,BEng Chemical Engineering
UBNCIVS4YR05,BEng Civil Engineering (4 Year)
UBNCIVSENV05,BEng Civil and Environmental Engineering
UBNCIVSING05,BEng Civil Engineering
UBNEENWCOM05,BEng Electronic Engineering with Computer Sci
UBNENVSING05,BEng Environmental Engineering
UBNGEMSGEI05,BEng Geospatial & Environmental Informn Mangmnt
UBNGEMSGEO05,BEng Geoinformatics
UBNMECSING05,BEng Mechanical Engineering
UBNMECWBFN05,BEng Engineering with Business Finance
UBNNAVAMAR05,BEng Naval Architecture and Marine Engineering
UBSANASBFE05,BSc Biology of Fertility and Embryo Development
UBSANASDEV05,BSc Anatomy and Developmental Biology
UBSANASNEU05,BSc Neuroscience
UBSANTAGEO05,BSc Anthropology and Geography
UBSANTSING05,BSc Anthropology
UBSARCSARC05,BSc Architectural Studies
UBSARCSCON05,BSc Construction Management
UBSARCSPBE05,"BSc Architecture, Planning, Build & Env Studs"
UBSARCSPMC05,BSc Project Management for Construction
UBSARCSPMS05,BSc Project Management for Construction (Sndwch)
UBSARCSPRT05,"BSc Architecture, Planning, B & ES (Prof)"
UBSARCSTCP05,BSc Town and Country Planning
UBSARCSUDM05,"BSc Urban Planning, Design and Management"
UBSARCSURB05,BSc Urban Studies
UBSARLSING05,BSc Archaeology
UBSASTAPHY01,BSc Astronomy and Physics
UBSASTAPHY05,BSc Astronomy and Physics
UBSASTSING05,BSc Astronomy
UBSASTSPHY05,BSc Astrophysics
UBSBITSING05,BSc Biotechnology
UBSBMDSSCI05,BSc Biomedical Sciences
UBSBOCSING05,BSc Biochemistry
UBSBOCSMOL05,BSc Molecular Biology
UBSBOLSCBD05,BSc Combined Biological Sciences
UBSBOLSENV05,BSc Environmental Biology
UBSBOLSING05,BSc Biology
UBSCHESING05,BSc Chemistry
UBSCHESMED05,BSc Medicinal Chemistry
UBSCHESPHY05,BSc Chemical Physics
UBSCHEWEUR05,BSc Chemistry with a European Language
UBSCHEWMAN05,BSc Chemistry with Management Studies
UBSCHEWMAT05,BSc Chemistry with Mathematics
UBSCOMSING05,BSc Computer Science
UBSEARASPS05,BSc Earth and Space Science
UBSEARSCBD05,BSc Combined Sciences
UBSEARSEGP05,BSc Environmental Geophysics
UBSEARSEGS05,BSc Environmental Geoscience
UBSEARSEXP05,BSc Exploration Geophysics
UBSEARSGEL05,BSc Geology
UBSEARSPAL05,BSc Palaeobiology
UBSEARSPHY05,BSc Geophysics
UBSEARSPLS05,BSc Planetary Science
UBSEINSAUD05,BSc Audiology
UBSGENSHUM05,BSc Human Genetics
UBSGENSING05,BSc Genetics
UBSGEOSENV05,BSc Environmental Geography
UBSGEOSING05,BSc Geography
UBSHPSSING05,BSc History and Philosophy of Science
UBSHSCSING05,BSc Human Sciences
UBSIMMSING05,BSc Immunology
UBSINFSMGT05,BSc Information Management
UBSMATAAST05,BSc Mathematics and Astronomy
UBSMATACOM05,BSc Mathematics and Computer Science
UBSMATAPHY05,BSc Mathematics and Physics
UBSMATASTA05,BSc Mathematics and Statistical Science
UBSMATWBOL05,BSc Mathematics with Biology
UBSMATWECO05,BSc Mathematics with Economics
UBSMATWLAN05,BSc Mathematics with Modern Languages
UBSMATWMAN05,BSc Mathematics with Management Studies
UBSNATSING05,BSc Natural Sciences
UBSPHASING05,BSc Pharmacology
UBSPHLAPHA05,BSc Physiology and Pharmacology
UBSPHLSCBL05,BSc Cell Biology
UBSPHLSING05,BSc Physiology
UBSPHLSMCB05,BSc Molecular Cell Biology
UBSPHSSING05,BSc Physical Sciences
TAFSPSSING01,Affil - Cat 1 Spacecraft Technol & Satellite Comms
UMSPHYWSPS01,MSci Physics with Space Science
UMSPHYSTPH01,MSci Theoretical Physics
UMSMATWMAN01,MSci Mathematics with Management Studies
UMSMATWLAN01,MSci Mathematics with Modern Languages
UMSEARSPAL01,MSci Palaeobiology
UMSEARSINT01,MSci Earth Sciences (International Programme)
UMNGEMSGEO01,MEng Geoinformatics
UMNGEMSGEI01,MEng Geospatial and Environmental Informn Mangmnt
UMNEENSEEE01,MEng Electronic and Electrical Engineering
UMNBENWBIM01,MEng Biochemical Engineering with Bioproc Mangmnt
UMNBENWABR01,MEng Biochemical Engineering with Study Abroad
UBSPHASING01,BSc Pharmacology
UBSMATWTPH01,BSc Mathematics with Theoretical Physics
UBSMATACOM01,BSc Mathematics and Computer Science
UBSMATAAST01,BSc Mathematics and Astronomy
UBSHPSSING01,BSc History and Philosophy of Science
UBSEARSPLS01,BSc Planetary Science
UBSEARSPHY01,BSc Geophysics
UBSANASBFE01,BSc Biology of Fertility and Embryo Development
UBNSTRSING01,BEng Structural Engineering
UBNCIVSING01,BEng Civil Engineering
UBNCIVSENV01,BEng Civil and Environmental Engineering
UBLLAWSFRL01,LLB Law with French Law
UBLLAWSEFL01,LLB English and French Law
UBASCASING01,BA Scandinavian Studies
UBASCASICE01,BA Icelandic
UBARUSAITA01,BA Russian and Italian
UBAPOLAEES01,BA Politics and East European Studies
UBAPHISING01,BA Philosophy
UBAHARSING01,BA History of Art
UBAGERAHIS01,BA German and History
UBAGERAHAR01,BA German and History of Art
UBAFREAITA01,BA French and Italian
UBAFREAHAR01,BA French and History of Art
UBACLAWABR01,BA Classics with Study Abroad
UBACLASING01,BA Classics
UBAARLSMDV01,BA Medieval Archaeology
UBAARLSING01,BA Archaeology
TPLLAWSSHI01,Diploma Shipping Law
TPLLAWSINT01,Diploma International Law
TPGLIBSING01,Grad Dip Library and Information Studies
TPGEINSVOI01,Grad Dip Voice Pathology
RRDBARSCPM01,Research Degree:  Bartlett School of Cons &ProjMgt
RRDBARSPLN02,Research Degree:  Bartlett School of Planning
TPGICHSCDS01,Grad Dip Community Disability Studies
TPGECOSFYR01,Grad Dip Foundation Year in Advanced Economics
TPGDEVSHIS01,Grad Dip Development and Planning: Int Hous Stud
TPGDEVSESD01,Grad Dip Development and Planning: Env & Sust Dev
TPGASTSPHY01,Grad Dip Astrophysics
TPGARMSING01,Grad Dip Archives and Records Management
TPCARCSING01,Coll Dip Architecture
TMSTRNSING01,MSc Transport
TMSPOLSDMC01,MSc Democracy and Democratisation
TMSPSYSTHE01,MSc Theoretical Psychoanalytic Studies (Non-Clin)
UBSPHYSBKB01,BSc Physics
UBSPHYSBKB05,BSc Physics
UBSPHYSING01,BSc Physics
UBSPHYSING05,BSc Physics
UBSPHYSTPH05,BSc Theoretical Physics
UBSPHYWSPS05,BSc Physics with Space Science
UBSPODSING05,BSc Podiatry
UBSPSYSING05,BSc Psychology
UBSSHSSING05,BSc Social and Historical Sciences
UBSSPESCMN05,BSc Speech Communication
UBSSPESING05,BSc Speech Sciences
UBSSTASSCE05,"BSc Statistics, Computing, Op. Research & Econ"
UBSSTASSEE05,"BSc Statistics, Op. Research, Econ & Euro Lang"
UBSSTAWEUR05,BSc Statistics with a European Language
UBSZOOSING05,BSc Zoology
UMNBENSING05,MEng Biochemical Engineering
UMNBENWABR05,MEng Biochemical Engineering with Study Abroad
UMNBENWBIM05,MEng Biochemical Engineering with Bioproc Mangmnt
UMNBENWCEN05,MEng Biochemical with Chemical Engineering
UMNCENSING05,MEng Chemical Engineering
UMNCENWABR05,MEng Chemical Engineering with Study Abroad
UMNCENWBEN05,MEng Chemical with Biochemical Engineering
UMNCIVSING05,MEng Civil Engineering
UMNCIVSINT05,MEng Civil Engineering (International Programme)
UMNCIVWENV05,MEng Civil with Environmental Engineering
UMNCOMSING05,MEng Computer Science
UMNCOMSINT05,MEng Computer Science (International Programme)
UMNEENSEEE05,MEng Electronic and Electrical Engineering
UMNEENSEUR05,MEng Electronic & Electrical Engineering (Eur)
UMNEENWCME05,MEng Electronic Engineering with Commncs Eng
UMNEENWCOM05,MEng Electronic Engineering with Computer Sci
UMNEENWMAN05,MEng Electronic Engineering with Management Stud
UMNEENWMEL05,MEng Electronic Engineering with Medical Elec
UMNENVSING05,MEng Environmental Engineering
UBAHISAANT05,BA Ancient History and Social Anthropology
UBAHISAHAR05,BA History and History of Art
UBAHISSANC05,BA Ancient History
UBAHISSING05,BA History
UBAHISWABR05,BA History with a Year Abroad
UBAHISWEUR05,BA History with a European Language
UBAHSEAJEW05,BA History (Cent & East Eur) and Jewish Studies
UBAHSESING05,BA History
UBAHUNAEES05,BA Hungarian and East European Studies
UBAITAABUS05,BA Italian and Business Studies
UBAITAADES05,BA Italian and Design
UBAITAAHAR05,BA Italian and History of Art
UBAITAAJEW05,BA Italian and Jewish Studies
UBAITAALAT05,BA Italian and Latin
UBAITAALIN05,BA Italian and Linguistics
UBAITASING05,BA Italian
UBAJEWSING05,BA Jewish History
UBALATWGRE05,BA Latin with Greek
UBALINSING05,BA Linguistics
UBALINSINT05,BA Linguistics (International Programme)
UBALNGSCLT05,BA Language and Culture
UBAMESSING05,BA Modern European Studies
UBAPHIAECO05,BA Philosophy and Economics
UBAPHIAGRE05,BA Philosophy and Greek
UBAPHISING05,BA Philosophy
UBAPOLAEES05,BA Politics and East European Studies
UBAPOLWEEA05,BA Politics w East European Studies w a Yr Abrd
UBAPSHAEES05,BA Polish and East European Studies
UBAROMAEES05,BA Romanian and East European Studies
UBARUSAEEL05,BA Russian and an East European Language
UBARUSAFRE05,BA Russian and French
UBARUSAGER05,BA Russian and German
UBARUSAHSE05,BA Russian and History
UBARUSAITA05,BA Russian and Italian
UMNENVSINT05,MEng Environmental Engineering (Internat Prog)
UMNGEMSGEI05,MEng Geospatial and Environmental Informn Mangmnt
UMNGEMSGEO05,MEng Geoinformatics
UMNMECSING05,MEng Mechanical Engineering
UMNMECWBFN05,MEng Engineering with Business Finance
UMNNAVAMAR05,MEng Naval Architecture and Marine Engineering
UMNSTRSING05,MEng Structural Engineering
UMSASTSING05,MSci Astronomy
UMSASTSPHY05,MSci Astrophysics
UMSCHESING05,MSci Chemistry
UMSCHESINT05,MSci Chemistry (International Programme)
UMSCHESMED05,MSci Medicinal Chemistry
UMSCHEWEUR05,MSci Chemistry with a European Language
UMSCHEWMAN05,MSci Chemistry with Management Studies
UBACLAWABR05,BA Classics with Study Abroad
UBACZEAEES05,BA Czech (with Slovak) and East European Studies
UBADUTAFRE05,BA Dutch and French
UBADUTAGER05,BA Dutch and German
UBADUTAHAR05,BA Dutch and History of Art
UBADUTAITA05,BA Dutch and Italian
UBADUTASCA05,BA Dutch and Scandinavian Studies
UBADUTASPA05,BA Dutch and Spanish
UBADUTSING05,BA Dutch
UBADUTWMAN05,BA Dutch with Management Studies
UBAEBSWEEA05,BA Economics & Busns w East Euro Studs w Yr Abrd
UBAEBSWEES05,BA Economics & Business with East European Stud
UBAEELALAN05,BA East European Lang & French/German/Italian
UBAEESSING05,BA East European Studies
UBAENGAGER05,BA English and German
UBAENGAHAR05,BA English and History of Art
UBAENGSING05,BA English
UBAFREAAAL05,BA French and an Asian or African Language
UBAFREAHAR05,BA French and History of Art
UBAFREAITA05,BA French and Italian
UBAFREAPHI05,BA French and Philosophy
UBAFREASCA05,BA French and Scandinavian Studies
UBAFREASPA05,BA French and Spanish
UBAFRESING05,BA French
UBAFSHAEES05,BA Finnish and East European Studies
UBAGEOSING05,BA Geography
UBAGERAHAR05,BA German and History of Art
UBAGERAHIS05,BA German and History
UBAGERAJEW05,BA German and Jewish Studies
UBAGERASCA05,BA German and Scandinavian Studies
UBAGERASPA05,BA German and Spanish
UBAGERSING05,BA German
UBAGREWLAT05,BA Greek with Latin
UBAHARSING05,BA History of Art
UBAHARWMST05,BA History of Art with Material Studies
UBAHEBSING05,BA Hebrew
ZCC1U5P,M.SC.-SCI RADIATION BIOL
ZCC3U1P,M.SC.-SCI VERT PALAEONTOL
ZCC7U1P,M.SC.-SCI BIOCHEMISTRY
ZCC7U5P,M.SC.-SCI BIO PATH CON TIS
ZCC8U2P,M.SC.-SCI CLINICAL PSYCHOL
ZCC8U5P,M.SC.-SCI EXP METH IN PSY
ZCF1U2P,M.SC.-SCI CHEMICAL RESRCH
ZCF3UAP,M.SC.-SCI RADIATION PHYS
ZCF3U1P,M.SC.-SCI CRYSTALLOGRAPHY
ZCV5U2P,M.SC.-SCI HIST PHIL SCI
ZCV5U8P,M.SC.-SCI HIST SCI MED TEC
ZCV6UCP,M.SC.-SCI ARC/HIST DISEASE
ZCV6U3P,M.SC.-SCI ARCHAEOLOGY
ZCV6U4P,M.SC.-SCI BIOARCHAEOLOGY
ZCV6U8P,M.SC.-SCI ARCHAEOL CONSERV
ZCV6U9P,M.SC.-SCI ARCHAEOMETAL
ZCX3U4P,M.SC.-SCI EDUC PSYCHOLOGY
ZCJ8U2P,M.SC.-SCI APPL MOLEC BIOL
ZCJ9U3P,M.SC.-SCI ERGONOMICS
ZCK1U1P,M.SC.-SCI ARCHITECTURE
ZCK4U4P,M.SC.-SCI EUR PROP DEV PLN
ZCK9U1P,M.SC.-SCI ARCHITECTURE
ZCL6U3P,M.SC.-SCI BIOLOGICAL ANTH
ZCL6U4P,M.SC.-SCI SOCIAL ANTHROPOL
ZCL7U5P,M.SC.-SCI EDUC PSYCHOLOGY
ZCP2U1P,M.SC.-SCI INFORMATION SCI
ZCGG4MU,B.SC. (INTERCAL) STATS/CSCI (INT)
ZCG50AU,B.SC. (INTERCAL) COMP SCI (INT)
ZCB10AU,B.SC. (INTERCAL) PHYSIOLOGY (INT)
ZCB14AU,B.SC. (INTERCAL) ANATOMY (INT)
ZCB16AU,B.SC. (INTERCAL) CELL PATH (INT)
ZCB20AU,B.SC. (INTERCAL) PHARMACOL (INT)
ZCB91AU,B.SC. (INTERCAL) EPIDEMIOL (INT)
ZCC40AU,B.SC. (INTERCAL) HUM GENET (INT)
ZCC50AU,B.SC. (INTERCAL) MICROBIOL (INT)
ZCC56AU,B.SC. (INTERCAL) MED MICRO (INT)
ZCC70AU,B.SC. (INTERCAL) BIOCHEM (INT)
ZCC80AU,B.SC. (INTERCAL) PSYCHOLOGY (INT)
ZCC80MU,B.SC. (INTERCAL) PSYC (ICAL/ICOL)
ZCC92AU,B.SC. (INTERCAL) IMMUNOLOGY (INT)
ZCF37AU,B.SC. (INTERCAL) MEDIC PHYS (INT)
ZCV52AU,B.SC. (INTERCAL) HIST MED (INT)
ZCY40AU,B.SC. (INTERCAL) HUMAN SCI (INT)
ZCL32AU,B.SC. (INTERCAL) MED SOCIOL (INT)
ZCL60AU,B.SC. (INTERCAL) HUMAN BIOL (INT)
ZCF600U,B.SC. GEOLOGY
ZCF630U,B.SC. ENVIRON GEOSCI
ZCF642U,B.SC. CRYSTAL & MINSCI
ZCF650U,B.SC. GEOPHYSICS
ZCF654U,B.SC. PLANETARY SCI
ZCF660U,B.SC. EXPLOR GEOPHYS
ZCF800U,B.SC. GEOGRAPHY
ZCF830U,B.SC. ENVIRONMENT GEOG
ZCGF13U,B.SC. MATHS & PHYSICS
ZCGF15U,B.SC. MATHS & ASTRO
ZCGG14U,B.SC. MATHS & STAT SCI
ZCGG15U,B.SC. MATHS & COMP SCI
ZCGG45U,B.SC. STATS & COMP SCI
ZCG1F3U,B.SC. MATHS W TH PHYS
ZCG1L1U,B.SC. MATHS WITH ECON
ZCG1T2U,B.SC. MATHS W EUR LANG
ZCG100U,B.SC. MATHEMATICS
ZCG400U,B.SC. STATISTICS
ZCG5C8U,B.SC. COMP SCI W COG
ZCG5H6U,B.SC. COMP SCI W E ENG
ZCG500U,B.SC. COMPUTER SCIENCE
ZCBB12U,B.SC. PHYSIOL & PHARM
ZCB100U,B.SC. PHYSIOLOGY
ZCB143U,B.SC. ANAT & DEV BIOL
ZCB172U,B.SC. NEUROSCIENCE
ZCB200U,B.SC. PHARMACOLOGY
ZCB950U,B.SC. SPEECH SCI
ZCB951U,B.SC. SPEECH COMMUNICN
ZCB960U,B.SC. PHYSIOTHERAPY
ZCB985U,B.SC. PODIATRY
ZCCC34U,B.SC. ZOOLOGY & GENET
ZCCC54U,B.SC. MICRO & GENET
ZCC100U,B.SC. BIOLOGY
ZCC140U,B.SC. CELL BIOLOGY
ZCC200U,B.SC. BOTANY
ZCC300U,B.SC. ZOOLOGY
ZCC400U,B.SC. GENETICS
ZCC402U,B.SC. HUMAN GENETICS
ZCC500U,B.SC. MICROBIOLOGY
ZCC530U,B.SC. MEDICAL MICRO
ZCC700U,B.SC. BIOCHEMISTRY
ZCC800U,B.SC. PSYCHOLOGY
ZCC808U,B.SC. PSYCH W COG SCI
ZCC900U,B.SC. ECOLOGY
ZCC920U,B.SC. IMMUNOLOGY
ZCFF13U,B.SC. CHEM & PHYSICS
ZCFF53U,B.SC. ASTRO & PHYSICS
ZCF1F2U,B.SC. CHEM W MATER SCI
ZCF1G1U,B.SC. CHEM WITH MATHS
ZCF1N1U,B.SC. CHEM W MAN STUDS
ZCF1T2U,B.SC. CHEM W EUR LANG
ZCF100U,B.SC. CHEMISTRY
ZCF112U,B.SC. CHEMICAL PHYSICS
ZCF126U,B.SC. MEDICINAL CHEM
ZCF3F6U,B.SC. PHYS WITH GEOL
ZCF3T2U,B.SC. PHYS W EUR LANG
ZCF300U,B.SC. PHYSICS
ZCF310U,B.SC. APPLIED PHYSICS
ZCF346U,B.SC. PHYS W ELEC&COMP
ZCF352U,B.SC. PHYSICS FOR TECH
ZCF365U,B.SC. PHYS W SPACE SCI
ZCF370U,B.SC. PHYS W MED PHYS
ZCF500U,B.SC. ASTRONOMY
ZCF526U,B.SC. ASTROPHYSICS
ZCV520U,B.SC. HIST OF MEDICINE
ZCV602U,B.SC. ARCHAEOLOGY
ZCV680U,B.SC. ARCHAEOL CONSERV
ZCY154U,B.SC. COMB BIOL SCI
ZCY156U,B.SC. COMBINED SCIENCE
ZCY160U,B.SC. PHYSICAL SCI
ZCY400U,B.SC. HUMAN SCIENCES
ZCY624U,B.SC. SCORE
ZCJ800U,B.SC. BIOTECHNOLOGY
ZCK100U,B.SC. ARCH PLN BLD ENV
ZCK200U,B.SC. BUILDING
ZCK258U,B.SC. PROJ MAN CONSTRN
ZCK400U,B.SC. TOWN&CNTRY PLAN
ZCK450U,B.SC. PLAN BUILD ENVST
ZCLF68U,B.SC. ANTH & GEOG
ZCL32BU,B.SC. SOCIOLOGY
ZCL602U,B.SC. ANTHROPOLOGY
ZCP200U,B.SC. INF SCI
ZCA3UFP,M.SC.-MED NUCLEAR MEDICINE
ZCA3UHP,M.SC.-MED ORTHOPAEDICS
ZCA3UQP,M.SC.-MED MOLECULAR PATHOL
ZCA4UCP,M.SC.-MED PROSTHETIC DENT.
ZCA4U3P,M.SC.-MED DENT PUBL HEALTH
ZCB1U8P,M.SC.-MED NEURO CELL BIOL
ZCB6U1P,M.SC.-MED AUDIOLOG MEDIC
UBARUSASCA05,BA Russian and Scandinavian Studies
UBARUSWEEL05,BA Russian with an East European Language
UBARUSWFLM05,BA Russian with Film Studies
UBARUSWMAN05,BA Russian with Management Studies
UBASCAAHIS05,BA Scandinavian Studies and History
UBASCASICE05,BA Icelandic
UBASCASING05,BA Scandinavian Studies
UBASCASVIK05,BA Viking Studies
UBASERAEES05,BA Serbian / Croatian and East European Studies
UBASHSSING05,BA Social and Historical Sciences
UBASLOAEES05,BA Slovak (with Czech) and East European Studies
UBASPAAHAR05,BA Spanish and History of Art
UBASPASHSP05,BA Hispanic Studies
UBAUKRAEES05,BA Ukrainian and East European Studies
UBEECOAGEO05,BSc(Econ) Economics and Geography
UBEECOASTA01,BSc(Econ) Economics and Statistics
UBEECOASTA05,BSc(Econ) Economics and Statistics
UBEECOSING05,BSc(Econ) Economics
UBLLAWSADV05,LLB Law with Advanced Studies
UBLLAWSALS05,LLB Law with Another Legal System
UBLLAWSEFL05,LLB English and French Law
UBLLAWSEGL05,LLB English and German Law
UBLLAWSFRL05,LLB Law with French Law
ZCH875U,M.ENG. CHEM & BIOCH ENG
ZCH880U,M.ENG. CHEM & ENV ENG
ZCHH65U,B.ENG. ELEC ENG
ZCHJ36U,B.ENG. NAV ARCH/OC ENG
ZCH101U,B.ENG. ENGINEERING
ZCH2M3U,B.ENG. CIV ENG TECH&LAW
ZCH200U,B.ENG. CIVIL ENG
ZCH201U,B.ENG. CIVIL ENG
ZCH230U,B.ENG. MUNICIPAL ENG
ZCH240U,B.ENG. STRUCTURAL ENG
ZCH250U,B.ENG. CIV & ENVIR ENG
ZCH300U,B.ENG. MECH ENG
ZCH6G5U,B.ENG. E ENG W COMP SCI
ZCH6N1U,B.ENG. ELEC W MAN STUDS
